bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"0,0,0,0",uuuu,0,,41656ab04c69832688b86cb11626602c,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902111,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131702,-1,538/902/111/538902111.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,1e0ba7c8bae2b223a7dd1b99a3aa7eaa,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902115,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131900,-1,538/902/115/538902115.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,54f6b23dd431d256f2b2f00303090b22,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902109,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131701,-1,538/902/109/538902109.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,d56449344a0e7a0f3a1e1efd78b8573f,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902113,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2131800,-1,538/902/113/538902113.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,4eeeaafcf95edea1e63552cf1173a776,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902121,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139102,-1,538/902/121/538902121.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,793cffe992e629793c57a59d2923a7f8,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902123,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139103,-1,538/902/123/538902123.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,6cdc9586dc326dc81161012e2988b8fa,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902065,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2129109,-1,538/902/065/538902065.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,324ed99fdf6df324de13f156cc0d9ea8,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902127,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139105,-1,538/902/127/538902127.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,551e4e23937cec718bc561fd4e21f1a5,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902129,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139106,-1,538/902/129/538902129.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,a536f2ad22093607dd1c330a6281f999,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902131,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139107,-1,538/902/131/538902131.geojson,postalcode,0,geoplanet,,,RO
